"","Phylum","Sub Phylum","Class","Order","Family","Species","CommonName","C-value","Chromnum","Method","Celltype","Stdsp","References","References"
"84","Chordata","Vertebrata","Osteichthyes","Beloniformes","Adrianichthyidae","Oryzias latipes","Japanese rice fish","1.07","","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"85","Chordata","Vertebrata","Osteichthyes","Beloniformes","Adrianichthyidae","Oryzias latipes","Japanese rice fish","1.09","","FCM","FC","GD, OM","Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.",""
"86","Chordata","Vertebrata","Osteichthyes","Beloniformes","Adrianichthyidae","Oryzias latipes","Japanese rice fish","1.10","48.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"87","Chordata","Vertebrata","Osteichthyes","Beloniformes","Adrianichthyidae","Oryzias luzonensis","Medaka","0.95","48.00","FD","RBC","CP","Formacion, M.J. and H. Uwa (1985). Cytogenetic studies on the origin and species differentiation of the Philippine medaka, Oryzias luzonensis. Journal of Fish Biology 27: 285-291.","Uwa, H. (1986). Karyotype evolution and geographical distribution in the ricefish, genus Oryzias (Oryziidae). In: Indo-Pacific Fish Biology, edited by T. Uyeno, R. Arai, T. Taniuchi and K. Matsuura. Ichthyological Society of Japan, Tokyo, pp.867-876."
"88","Chordata","Vertebrata","Osteichthyes","Beloniformes","Adrianichthyidae","Oryzias mekongensis","Rice fish","0.75","48.00","FD","RBC","CP","Uwa, H. (1986). Karyotype evolution and geographical distribution in the ricefish, genus Oryzias (Oryziidae). In: Indo-Pacific Fish Biology, edited by T. Uyeno, R. Arai, T. Taniuchi and K. Matsuura. Ichthyological Society of Japan, Tokyo, pp.867-876.",""
"89","Chordata","Vertebrata","Osteichthyes","Beloniformes","Adrianichthyidae","Oryzias minutillus","Dwarf medaka","0.75","30.00","FD","RBC","CP","Magtoon, W. (1986). Distribution and phyletic relationships of Oryzias fishes in Thailand. In: Indo-Pacific Fish Biology, edited by T. Uyeno, R. Arai, T. Taniuchi and K. Matsuura. Ichthyological Society of Japan, Tokyo, pp.859-866.",""
"90","Chordata","Vertebrata","Osteichthyes","Beloniformes","Adrianichthyidae","Oryzias sp.","Medaka","0.75","48.00","FD","RBC","CP","Magtoon, W. (1986). Distribution and phyletic relationships of Oryzias fishes in Thailand. In: Indo-Pacific Fish Biology, edited by T. Uyeno, R. Arai, T. Taniuchi and K. Matsuura. Ichthyological Society of Japan, Tokyo, pp.859-866.",""
"91","Chordata","Vertebrata","Osteichthyes","Beloniformes","Belonidae","Platybelone argalus platyura","Keeled needlefish","1.00","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"92","Chordata","Vertebrata","Osteichthyes","Beloniformes","Belonidae","Potamorrhaphis guianensis","Needlefish","1.20","48.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"93","Chordata","Vertebrata","Osteichthyes","Beloniformes","Belonidae","Strongylura exilis","Californian needlefish","1.10","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"94","Chordata","Vertebrata","Osteichthyes","Beloniformes","Belonidae","Strongylura incisa","Reef needlefish","1.13","48.00","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"95","Chordata","Vertebrata","Osteichthyes","Beloniformes","Belonidae","Strongylura marina","Atlantic needlefish","1.20","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"96","Chordata","Vertebrata","Osteichthyes","Beloniformes","Belonidae","Tylosurus acus","Agujon needlefish","1.10","","FD","RBC","GD","Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",""
"97","Chordata","Vertebrata","Osteichthyes","Beloniformes","Belonidae","Tylosurus crocodilus crocodilus","Hound needlefish","1.02","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"98","Chordata","Vertebrata","Osteichthyes","Beloniformes","Exocoetidae","Cypselurus agoo","Japanese flyingfish","0.97","48.00","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"99","Chordata","Vertebrata","Osteichthyes","Beloniformes","Hemiramphidae","Arrhamphus sclerolepis sclerolepis","Northern snubnose garfish","1.01","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"100","Chordata","Vertebrata","Osteichthyes","Beloniformes","Hemiramphidae","Dermogenys pusilla","Wrestling halfbeak","0.74","48.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"101","Chordata","Vertebrata","Osteichthyes","Beloniformes","Hemiramphidae","Euleptorhamphus viridis","Ribbon halfbeak","1.02","","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"102","Chordata","Vertebrata","Osteichthyes","Beloniformes","Hemiramphidae","Hemiramphus kurumeus","Halfbeak","0.75","40.00","FD","RBC","GD","Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.",""
"103","Chordata","Vertebrata","Osteichthyes","Beloniformes","Hemiramphidae","Hyporhamphus unifasciatus","Common halfbeak","1.10","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"104","Chordata","Vertebrata","Osteichthyes","Beloniformes","Hemiramphidae","Hyporhampus affinis","Long billed half beak","0.94","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"105","Chordata","Vertebrata","Osteichthyes","Beloniformes","Hemiramphidae","Zenarchopterus buffonis","Buffon's river-garfish","1.22","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"106","Chordata","Vertebrata","Osteichthyes","Beryciformes","Berycidae","Beryx splendens","Splendid alfonsino","0.85","48.00","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"107","Chordata","Vertebrata","Osteichthyes","Beryciformes","Berycidae","Beryx splendens","Splendid alfonsino","1.01","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"108","Chordata","Vertebrata","Osteichthyes","Beryciformes","Diretmidae","Diretmichthys parini","Parin's spiny fin","1.46","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"109","Chordata","Vertebrata","Osteichthyes","Beryciformes","Holocentridae","Holocentrus ascensionis","Squirrelfish","0.65","","FD","LV, RBC","V","Bachmann, K. and R.R. Cowden (1967). Specific DNA amounts and nuclear size in fish hepatocytes and erythrocytes. Transactions of the American Microscopical Society 86: 463-471.",""
"110","Chordata","Vertebrata","Osteichthyes","Beryciformes","Holocentridae","Holocentrus ascensionis","Squirrelfish","0.66","","FD","RBC","GD","Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",""
"111","Chordata","Vertebrata","Osteichthyes","Beryciformes","Holocentridae","Holocentrus ascensionis","Squirrelfish","0.92","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"112","Chordata","Vertebrata","Osteichthyes","Beryciformes","Holocentridae","Myripristis berndti","Blotcheye soldierfish","1.01","","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"113","Chordata","Vertebrata","Osteichthyes","Beryciformes","Holocentridae","Myripristis violacea","Lattice soldierfish","0.84","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"114","Chordata","Vertebrata","Osteichthyes","Beryciformes","Holocentridae","Neoniphon argenteus","Clearfin squirrelfish","0.73","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"115","Chordata","Vertebrata","Osteichthyes","Beryciformes","Holocentridae","Neoniphon sammara","Sammara squirrelfish","0.82","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"116","Chordata","Vertebrata","Osteichthyes","Beryciformes","Trachichthyidae","Hoplostethus atlanticus","Orange roughy","0.63","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"117","Chordata","Vertebrata","Osteichthyes","Ceratodontiformes","Ceratodontidae","Neoceratodus forsteri","Australian (Queensland) lungfish","52.75","","FCM","RBC","GD","Rock, J., M. Eldridge, A. Champion, P. Johnston, and J. Joss (1996). Karyotype and nuclear DNA content of the Australian lungfish, Neoceratodus forsteri (Ceratodidae: Dipnoi). Cytogenetics and Cell Genetics 73: 187-189.",""
"118","Chordata","Vertebrata","Osteichthyes","Ceratodontiformes","Ceratodontidae","Neoceratodus forsteri","Australian (Queensland) lungfish","54.60","","FIA","RBC","AJ","T.R. Gregory. Unpublished Data",""
"119","Chordata","Vertebrata","Osteichthyes","Ceratodontiformes","Ceratodontidae","Neoceratodus forsteri","Australian (Queensland) lungfish","74.86","54.00","FD","RBC","MM","Pedersen, R.A. (1971). DNA content, ribosomal gene multiplicity, and cell size in fish. Journal of Experimental Zoology 177: 65-79.",""
"120","Chordata","Vertebrata","Osteichthyes","Characiformes","Acestrorhynchidae","Acestrorhynchus pantaneiro","N/A","0.85","","FD","RBC","CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",""
"121","Chordata","Vertebrata","Osteichthyes","Characiformes","Acestrorhynchidae","Acestrorhynchus sp.","N/A","1.55","","FD","RBC","CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",""
"122","Chordata","Vertebrata","Osteichthyes","Characiformes","Alestiidae","Arnoldichthys spilopterus","Niger tetra","1.20","56.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"123","Chordata","Vertebrata","Osteichthyes","Characiformes","Anostomidae","Anostomus anostomus","Striped headstander","1.40","54.00","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"124","Chordata","Vertebrata","Osteichthyes","Characiformes","Anostomidae","Chilodus punctatus","Spotted headstander","1.60","","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"125","Chordata","Vertebrata","Osteichthyes","Characiformes","Anostomidae","Leporinus elongatus","Leporinus","1.47","54.00","FD","RBC","CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",""
"126","Chordata","Vertebrata","Osteichthyes","Characiformes","Anostomidae","Leporinus friderici","Threespot leporinus","1.29","54.00","FD","RBC","CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",""
"127","Chordata","Vertebrata","Osteichthyes","Characiformes","Anostomidae","Leporinus obtusidens","Leporinus","1.42","54.00","FD","RBC","CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",""
"128","Chordata","Vertebrata","Osteichthyes","Characiformes","Anostomidae","Leporinus octofasciatus","Leporinus","1.74","54.00","FD","RBC","CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",""
"129","Chordata","Vertebrata","Osteichthyes","Characiformes","Anostomidae","Leporinus piau","Leporinus","1.45","54.00","FD","RBC","CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",""
"130","Chordata","Vertebrata","Osteichthyes","Characiformes","Anostomidae","Leporinus reinhardti","Leporinus","1.43","54.00","FD","RBC","CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",""
"131","Chordata","Vertebrata","Osteichthyes","Characiformes","Anostomidae","Leporinus sp.","Leporinus","1.51","","FD","RBC","CP, GD, OM","Carvalho, M.L., C. Oliveira, M.C. Navarrete, O. Froehlich, and F. Foresti (2002).  Nuclear DNA content determination in Characiformes fish (Teleostei, Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 25: 49-55.",""
"132","Chordata","Vertebrata","Osteichthyes","Characiformes","Anostomidae","Leporinus striatus","Leporinus","1.56","","FD","RBC","CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",""
